[11-08-2019][03:03:55] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:08:15] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:08:39] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:08:40] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:09:01] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:09:16] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:09:17] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:09:17] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:09:27] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:09:31] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:12:26] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:12:27] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:12:27] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:12:27] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:12:27] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:12:28] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:12:52] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:13:34] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:13:35] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:13:48] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:13:48] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:13:48] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:13:49] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:13:52] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:13:53] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:13:53] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:13:59] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:14:00] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:14:12] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:14:40] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:14:42] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:14:42] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:14:42] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:14:48] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:14:49] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:14:55] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:18:25] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:18:39] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:18:39] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:18:46] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:18:46] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:18:46] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:18:57] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:19:08] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:19:08] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:19:08] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:19:11] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:19:11] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:19:11] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:19:11] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:19:11] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:19:11] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:20:12] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:20:12] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:20:13] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:20:13] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:20:13] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:20:13] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:22:06] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:22:06] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:22:06] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:27:24] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:27:24] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:27:24] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:27:24] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:27:24] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:27:53] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:27:53] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:27:53] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:27:53] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:27:53] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:27:53] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:27:53] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:27:53] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:27:53] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:27:53] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:27:53] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:27:53] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:27:53] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:27:53] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:27:53] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:28:00] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:28:00] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:28:00] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:28:00] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:28:00] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:28:38] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:28:38] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:28:38] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:28:38] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:28:38] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:35:05] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:35:05] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:35:05] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:35:05] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:35:05] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:35:47] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:35:47] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:35:47] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:35:47] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:35:47] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:35:48] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:35:48] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:35:48] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:35:48] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:35:48] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:35:48] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:35:48] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:35:48] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:35:48] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:35:48] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:35:48] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:35:48] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:35:48] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:35:48] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:35:48] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:36:43] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:36:43] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:36:43] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:36:43] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:36:43] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:40:04] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:40:04] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:40:04] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:40:04] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:40:04] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:40:04] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:40:04] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:40:04] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:40:04] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:40:04] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:40:05] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:40:05] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:40:05] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:40:05] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:40:05] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:40:05] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:40:05] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:40:05] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:40:05] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:40:05] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:44:41] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:44:41] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:44:41] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:44:41] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:44:41] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:45:16] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:45:16] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:45:16] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:45:16] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:45:16] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:45:17] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:45:17] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:45:17] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:45:17] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:45:17] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:45:17] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:45:17] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:45:17] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:45:17] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:45:17] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:45:20] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:45:20] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:45:20] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:45:20] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:45:20] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:46:31] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:46:31] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:46:31] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:46:31] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:46:31] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:46:46] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:46:46] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:46:46] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:46:46] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:46:46] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:48:19] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:48:19] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:48:19] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:48:19] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:48:19] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:48:43] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:48:43] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:48:43] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:48:43] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:48:43] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:48:53] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:48:53] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:48:53] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:48:53] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:48:53] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:49:47] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
[13-09-2019][04:49:47] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:49:47] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:49:47] <span style='color: green; font-weight:bold;'>Success</span> : queryData thực hiện lệnh truy vấn database.php - successfully!
[13-09-2019][04:49:47] <span style='color: green; font-weight:bold;'>Success</span> : getResultFromSelectQuery trích suất dữ liệu database.php
[13-09-2019][04:50:39] <span style='color: blue; font-weight:bold;'>Flow</span> : Hello your framework
